Ano,Mes,Chuva,Tmax,Tmin,Tmean
1979.0,7.0,25.4,29.3,6.3,14.03125
1979.0,8.0,100.59999999999998,30.4,7.0,16.28620689655173
1979.0,9.0,61.1,35.8,3.7,15.832
1979.0,10.0,57.2,33.3,10.0,19.275862068965512
1979.0,11.0,113.29999999999998,34.6,10.7,20.33703703703704
1979.0,12.0,106.89999999999999,34.6,14.5,23.120689655172416
1980.0,1.0,57.599999999999994,36.2,12.8,23.51034482758621
1980.0,2.0,118.6,35.4,17.6,24.26071428571429
1980.0,3.0,90.7,36.2,18.6,25.446666666666662
1980.0,4.0,90.6,33.8,8.2,22.077272727272728
1980.0,5.0,98.2,28.8,9.6,18.686206896551724
1980.0,6.0,30.900000000000002,28.1,2.3,14.190909090909093
1980.0,7.0,176.6,31.5,2.4,13.28076923076923
1980.0,8.0,13.099999999999998,28.0,1.9,14.955555555555556
1980.0,9.0,38.9,29.9,5.0,14.623076923076924
1980.0,10.0,93.60000000000001,34.0,8.8,19.220689655172418
1980.0,11.0,57.4,31.3,9.0,20.728571428571428
1980.0,12.0,186.2,35.5,15.9,23.134482758620692
1981.0,1.0,111.7,35.1,15.8,24.70357142857143
1981.0,2.0,103.59999999999998,35.5,16.6,25.691999999999997
1981.0,3.0,14.6,34.6,13.0,22.499999999999996
1981.0,4.0,107.89999999999999,32.6,10.4,20.70689655172414
1981.0,5.0,42.800000000000004,32.6,10.4,20.385714285714283
1981.0,6.0,135.5,27.8,2.3,12.88888888888889
1981.0,7.0,39.5,28.8,6.2,15.519047619047617
1981.0,8.0,43.1,31.3,4.7,16.485185185185188
1981.0,9.0,68.30000000000001,33.4,7.7,17.073913043478264
1981.0,10.0,17.5,32.7,7.2,18.081481481481475
1981.0,11.0,74.1,33.6,14.6,21.679310344827588
1981.0,12.0,87.39999999999999,34.6,12.3,22.410714285714285
1982.0,1.0,10.0,35.0,14.5,23.379310344827587
1982.0,2.0,90.30000000000001,34.7,17.3,24.39615384615384
1982.0,3.0,42.8,31.7,14.0,23.206666666666663
